ID,Northing,Easting,Elevation,Name
1438,3128032.58,786399.582,837.639,tailrace up
1439,3128032.808,786398.161,837.909,tailrace up
1440,3128033.622,786396.893,837.485,tailrace up
1441,3128034.487,786396.51,837.343,tailrace up
1442,3128034.464,786396.299,838.449,tailrace up
1443,3128035.988,786394.208,838.878,tailrace up
1444,3128036.105,786394.137,839.688,tailrace up
1445,3128036.556,786393.887,840.497,tailrace up
1446,3128037.473,786392.946,840.49,tailrace up
1447,3128035.341,786409.519,838.825,tailrace up
1448,3128035.723,786408.429,838.006,tailrace up
1449,3128036.613,786406.263,837.574,tailrace up
1450,3128037.434,786404.488,837.736,tailrace up
1451,3128038.127,786402.91,837.749,tailrace up
1452,3128038.391,786401.85,837.319,tailrace up
1453,3128039.158,786401.323,836.841,tailrace up
1454,3128039.544,786400.822,836.781,tailrace up
1455,3128040.02,786399.515,836.785,tailrace up
1456,3128039.876,786399.24,837.949,tailrace up
1457,3128040.354,786397.83,838.754,tailrace up
1458,3128040.379,786397.546,839.61,tailrace up
1459,3128041.14,786396.518,839.587,tailrace up
1460,3128044.801,786413.332,837.928,tailrace up
1461,3128045.17,786412.476,837.138,tailrace up
1462,3128046.231,786410.33,836.742,tailrace up
1463,3128047.743,786407.401,836.799,tailrace up
1464,3128056.353,786416.008,834.781,tailrace up
1465,3127986.474,786340.937,849.658,tailrace up
1466,3128048.351,786401.21,838.248,tailrace up
1467,3128048.206,786402.339,838.165,tailrace up
1468,3128047.703,786404.5,836.585,tailrace up
1469,3127975.572,786320.522,853.206,CONT
1470,3127970.581,786317.81,853.139,CONT
1471,3127966.428,786317.382,854.021,CONT
1472,3127964.446,786317.612,854.251,CONT
1473,3127963.535,786319.271,854.681,CONT
1474,3127961.816,786320.098,854.286,CONT
1475,3127965.116,786318.479,853.943,CONT
1476,3127966.895,786318.805,853.523,CONT
1477,3127967.729,786320.935,853.397,CONT
1478,3127965.315,786322.587,854.015,CONT
1479,3127963.207,786322.213,853.952,CONT
1480,3127961.482,786315.834,854.525,CONT
1481,3127960.853,786312.331,855.132,CONT
1482,3127950.323,786309.94,855.875,CONT
1483,3127981.115,786326.453,851.935,CONT
1484,3127982.011,786327.674,851.427,CONT
1485,3127983.372,786329.57,850.785,CONT
1486,3127986.374,786334.185,850.108,CONT
1487,3127964.624,786320.573,853.904,minor 2
1488,3128049.91,786415.147,837.736,minor 2
1489,3128049.989,786414.264,836.763,minor 2
1490,3128050.851,786412.169,836.432,minor 2
1491,3128051.984,786408.947,836.007,minor 2
1492,3128053.754,786406.899,836.68,minor 2
1493,3128054.631,786403.91,837.462,minor 2
1494,3128054.023,786405.814,837.016,minor 2
1495,3128055.544,786415.995,837.572,minor 2
1496,3128055.584,786415.647,836.671,minor 2
1497,3128057.596,786413.423,835.448,minor 2
1498,3128058.636,786410.533,836.04,minor 2
1499,3128059.967,786407.106,836.471,minor 2
1500,3128060.286,786404.326,836.982,minor 2
1501,3128067.672,786405.031,837.03,minor 2
1502,3128068.538,786409.775,834.942,Tail do
1503,3128069.25,786410.821,834.509,Tail do
1504,3128069.115,786413.171,834.783,Tail do
1505,3128069.206,786415.999,835.608,Tail do
1506,3128068.734,786417.283,836.481,Tail do
1507,3128073.698,786405.369,836.686,Tail do
1508,3128074.69,786408.506,834.104,Tail do
1509,3128084.658,786405.793,833.053,Tail do
1510,3128075.181,786409.851,834.667,Tail do
1511,3128075.995,786412.946,834.321,Tail do
1512,3128075.866,786415.563,835.33,Tail do
1513,3128075.226,786417.57,835.888,Tail do
1514,3128083.747,786404.809,836.094,Tail do
1515,3128083.111,786409.715,833.365,Tail do
1516,3128082.441,786410.78,834.066,Tail do
1517,3128082.222,786413.948,833.956,Tail do
1518,3128053.142,786417.562,835.793,Tail do
1519,3128097.002,786406.69,834.474,Tail do
1520,3128095.223,786409.51,832.805,Tail do
1521,3128093.264,786413.127,832.941,Tail do
1522,3128115.321,786408.233,832.469,Tail do
1523,3128134.364,786412.367,830.6,Tail do
1524,3128055.135,786418.832,835.808,CONT
1525,3128054.703,786419.445,835.836,CONT
1526,3128053.369,786420.303,835.948,CONT
1527,3128052.923,786420.818,835.913,CONT
1528,3128051.196,786425.805,835.94,CONT
1529,3128050.27,786426.275,835.847,CONT
1530,3128046.132,786436.474,835.969,CONT
1531,3128043.703,786440.143,835.871,CONT
1532,3128042.999,786440.108,835.763,CONT
1533,3128041.563,786439.394,835.844,CONT
1534,3128039.808,786438.578,835.838,CONT
1535,3128038.419,786437.807,835.833,CONT
1536,3128037.295,786437.547,835.965,CONT
1537,3128035.538,786436.848,835.994,CONT
1538,3128046.208,786428.913,835.921,CONT
1539,3128046.96,786430.344,835.818,CONT
1540,3128049.963,786425.93,835.872,CONT
1541,3128050.294,786422.52,835.882,CONT
1542,3128050.795,786420.895,835.797,CONT
1543,3128049.684,786420.3,835.804,CONT
1544,3128048.877,786419.271,835.836,CONT
1545,3128049.215,786416.681,836.118,CONT
1546,3128048.581,786415.677,836.14,CONT
1547,3128039.063,786414.569,836.585,CONT
1548,3128037.927,786415.203,836.404,CONT
1549,3128037.333,786416.082,836.485,CONT
1550,3128035.695,786421.415,836.381,CONT
1551,3128035.2,786422.48,836.344,CONT
1552,3128034.247,786424.191,836.267,CONT
1553,3128033.319,786426.307,836.182,CONT
1554,3128032.897,786426.936,836.453,CONT
1555,3128032.267,786428.148,836.411,CONT
1556,3128031.507,786429.559,836.36,CONT
1557,3128043.787,786416.638,835.905,CONT
1558,3128046.81,786417.433,835.787,CONT
1559,3128047.784,786418.224,836.053,CONT
1560,3128047.207,786419.042,835.832,CONT
1561,3128048.13,786419.612,835.802,CONT
1562,3128050.114,786418.102,835.846,CONT
1563,3128050.523,786418.795,835.835,CONT
1564,3128051.408,786419.465,835.71,CONT
1565,3128047.966,786415.574,836.397,CONT
1566,3128048.572,786415.715,836.142,CONT
1567,3128049.074,786416.063,836.456,CONT
1568,3128049.332,786415.532,835.848,CONT
1569,3128052.255,786415.983,836.027,CONT
1570,3128052.469,786415.975,835.968,CONT
1571,3128052.745,786416.029,835.909,CONT
1572,3128052.961,786416.297,835.974,CONT
1573,3128053.242,786416.505,835.918,CONT
1574,3128053.353,786416.775,835.914,CONT
1575,3128053.417,786416.876,835.899,CONT
1576,3128053.462,786417.121,835.859,CONT
1577,3128051.608,786405.382,835.327,CONT
1578,3128057.472,786401.92,836.445,CONT
1579,3128042.716,786391.108,839.076,CONT
1580,3128042.71,786399.07,837.561,CONT
1581,3128030.52,786410.848,838.658,BC
1582,3128029.312,786413.704,838.658,BC
1583,3128023.833,786408.088,838.867,BC
1584,3128022.212,786411.574,838.863,BC
1585,3128018.864,786416.748,838.728,BC
1586,3128029.746,786426.69,838.053,TAIL
1587,3128025.983,786421.071,838.435,TAIL
1588,3128022.66,786414.227,838.61,TAIL
1589,3128032.889,786430.595,837.649,TAIL
1590,3128034.852,786434.274,837.687,TAIL
1591,3128036.562,786412.722,838.353,TAIL
1592,3128038.942,786419.787,837.734,TAIL
1593,3128040.847,786425.828,837.718,TAIL
1594,3128041.855,786428.121,837.783,TAIL
1595,3128042.718,786431.39,837.704,TAIL
1596,3128050.784,786423.699,837.679,TAIL
1597,3128049.909,786421.271,837.684,TAIL
1598,3128049.124,786419.753,837.773,TAIL
1599,3128048.34,786418.531,837.74,TAIL
1600,3128046.929,786415.102,838.082,TAIL
1601,3128106.808,786420.901,833.362,TAIL
1602,3128107.545,786417.48,832.671,TAIL
1603,3128108.266,786413.54,831.582,TAIL
1604,3128108.251,786411.488,832.315,TAIL
1605,3128108.127,786409.492,832.604,TAIL
1606,3128108.253,786408.303,832.683,TAIL
1607,3128120.871,786422.852,832.477,TAIL
1608,3128122.283,786416.665,831.668,TAIL
1609,3128121.581,786408.929,832.505,TAIL
1610,3128121.4,786410.736,831.543,TAIL
1611,3128121.189,786411,830.729,TAIL
1612,3128121.182,786411.425,830.88,TAIL
1613,3128133.143,786424.628,831.422,TAIL
1614,3128134.347,786420.627,830.634,TAIL
1615,3128135.037,786417.803,830.225,TAIL
1616,3128135.713,786410.389,831.49,TAIL
1617,3128135.498,786410.757,830.884,TAIL
1618,3128134.716,786412.924,830.586,TAIL
1619,3128152.104,786426.755,830.26,TAIL
1620,3128152.267,786425.66,829.387,TAIL
1621,3128156.069,786412.545,830.299,TAIL
1622,3128155.641,786413.544,829.597,TAIL
1623,3128154.618,786417.098,829.504,TAIL
1624,3128153.018,786421.665,828.814,TAIL
1625,3128168.703,786428.91,829,TAIL
1626,3128168.611,786427.601,828.607,TAIL
1627,3128171.078,786416.049,829.218,TAIL
1628,3128170.134,786420.429,828.638,TAIL
1629,3128169.356,786422.924,828.332,TAIL
1630,3128168.907,786424.293,828.05,TAIL
1631,3128183.73,786430.81,827.896,TAIL
1632,3128184.503,786427.668,827.367,TAIL
1633,3128185.433,786422.445,827.686,TAIL
1634,3128185.944,786418.925,828.065,TAIL
